survey_date,panel,concept,pctl25,pctl50,pctl75,source,file_url,local_path,pdf_page,notes
2014-12-01,SPD,ff_longer_run_target,3.0,3.5,3.75,pdf_llm,data_raw/2014-mp_December_result.pdf,data_raw/2014-mp_December_result.pdf,4,
2014-01-01,SPD,ff_longer_run_target,3.38,3.88,4.0,pdf_llm,data_raw/2014-mp_January_result.pdf,data_raw/2014-mp_January_result.pdf,3,
2014-07-01,SPD,ff_longer_run_target,3.28,3.63,4.0,pdf_llm,data_raw/2014-mp_July_result.pdf,data_raw/2014-mp_July_result.pdf,3,
2014-06-01,SPD,ff_longer_run_target,3.5,3.75,4.0,pdf_llm,data_raw/2014-mp_June_result.pdf,data_raw/2014-mp_June_result.pdf,3,
2014-03-01,SPD,ff_longer_run_target,3.5,3.75,4.0,pdf_llm,data_raw/2014-mp_March_result.pdf,data_raw/2014-mp_March_result.pdf,3,
2014-10-01,SPD,ff_longer_run_target,3.25,3.5,3.75,pdf_llm,data_raw/2014-mp_October_result.pdf,data_raw/2014-mp_October_result.pdf,4,
2014-09-01,SPD,ff_longer_run_target,3.5,3.75,4.0,pdf_llm,data_raw/2014-mp_September_result.pdf,data_raw/2014-mp_September_result.pdf,4,
2015-04-01,SPD,ff_longer_run_target,3.25,3.5,3.75,pdf_llm,data_raw/April-result.pdf,data_raw/April-result.pdf,5,
2014-04-01,SPD,ff_longer_run_target,3.5,3.75,4.0,pdf_llm,data_raw/April_result.pdf,data_raw/April_result.pdf,3,
2015-12-01,SPD,ff_longer_run_target,3.0,3.25,3.5,pdf_llm,data_raw/Dec-2015-results.pdf,data_raw/Dec-2015-results.pdf,6,
2016-12-01,SMP,ff_longer_run_target,2.5,2.75,3.0,pdf_llm,data_raw/Dec-2016-Flash-SMP-Results-Public-Release.pdf,data_raw/Dec-2016-Flash-SMP-Results-Public-Release.pdf,4,
2016-12-01,SPD,ff_longer_run_target,2.5,2.75,3.0,pdf_llm,data_raw/Dec-2016-SPD-Results-Public-Release.pdf,data_raw/Dec-2016-SPD-Results-Public-Release.pdf,4,
2014-12-01,SPD,ff_longer_run_target,3.5,3.5,4.0,pdf_llm,data_raw/December_result.pdf,data_raw/December_result.pdf,5,
2017-01-01,SMP,ff_longer_run_target,2.5,2.81,3.0,pdf_llm,data_raw/Jan-2017-SMP-Results-Public-Release.pdf,data_raw/Jan-2017-SMP-Results-Public-Release.pdf,5,
2017-01-01,SPD,ff_longer_run_target,2.5,3.0,3.0,pdf_llm,data_raw/Jan-2017-SPD-Results-Public-Release.pdf,data_raw/Jan-2017-SPD-Results-Public-Release.pdf,5,
2015-01-01,SPD,ff_longer_run_target,3.5,3.5,4.0,pdf_llm,data_raw/January-result.pdf,data_raw/January-result.pdf,5,
2014-01-01,SPD,ff_longer_run_target,3.75,4.0,4.0,pdf_llm,data_raw/January_result.pdf,data_raw/January_result.pdf,4,
2015-07-01,SPD,ff_longer_run_target,3.25,3.38,3.75,pdf_llm,data_raw/July-result.pdf,data_raw/July-result.pdf,4,
2014-07-01,SPD,ff_longer_run_target,3.5,3.5,4.0,pdf_llm,data_raw/July_result.pdf,data_raw/July_result.pdf,4,
2015-06-01,SPD,ff_longer_run_target,3.25,3.5,3.75,pdf_llm,data_raw/June-result.pdf,data_raw/June-result.pdf,5,
2014-06-01,SPD,ff_longer_run_target,3.5,3.5,4.0,pdf_llm,data_raw/June_result.pdf,data_raw/June_result.pdf,4,
2017-03-01,SMP,ff_longer_run_target,2.5,2.75,3.25,pdf_llm,data_raw/Mar-2017-SMP-Results-Public-Release.pdf,data_raw/Mar-2017-SMP-Results-Public-Release.pdf,5,
2017-03-01,SPD,ff_longer_run_target,3.0,3.0,3.0,pdf_llm,data_raw/Mar-2017-SPD-Results-Public-Release.pdf,data_raw/Mar-2017-SPD-Results-Public-Release.pdf,4,
2015-03-01,SPD,ff_longer_run_target,3.25,3.5,3.75,pdf_llm,data_raw/March-result.pdf,data_raw/March-result.pdf,5,
2014-03-01,SPD,ff_longer_run_target,3.75,3.75,4.0,pdf_llm,data_raw/March_result.pdf,data_raw/March_result.pdf,4,
2016-11-01,SMP,ff_longer_run_target,2.5,2.5,3.0,pdf_llm,data_raw/Nov-2016-SMP-Results.pdf,data_raw/Nov-2016-SMP-Results.pdf,3,
2016-11-01,SPD,ff_longer_run_target,2.5,2.75,3.0,pdf_llm,data_raw/Nov-2016-SPD-Results.pdf,data_raw/Nov-2016-SPD-Results.pdf,4,
2011-11-01,SPD,ff_longer_run_target,,,,pdf_llm,data_raw/November_result.pdf,data_raw/November_result.pdf,,No table/question in this PDF reports a 'Longer Run' federal funds rate target with percentiles; the document contains near-term policy rate probabilities and quarterly target-rate modes (through Q1 2014) but not a 'Longer Run' column.
2014-10-01,SPD,ff_longer_run_target,3.5,3.5,4.0,pdf_llm,data_raw/October_result.pdf,data_raw/October_result.pdf,5,
2015-09-01,SPD,ff_longer_run_target,3.0,3.38,3.75,pdf_llm,data_raw/Sep-results.pdf,data_raw/Sep-results.pdf,6,
2014-09-01,SPD,ff_longer_run_target,3.5,3.5,4.0,pdf_llm,data_raw/September_result.pdf,data_raw/September_result.pdf,5,
2016-04-01,SPD,ff_longer_run_target,2.9,3.25,3.25,pdf_llm,data_raw/apr-2016-results.pdf,data_raw/apr-2016-results.pdf,3,
2020-04-01,SMP,ff_longer_run_target,1.31,2.0,2.5,pdf_llm,data_raw/apr-2020-smp-results.pdf,data_raw/apr-2020-smp-results.pdf,5,
2020-04-01,SPD,ff_longer_run_target,2.0,2.19,2.5,pdf_llm,data_raw/apr-2020-spd-results.pdf,data_raw/apr-2020-spd-results.pdf,5,
2021-04-01,SMP,ff_longer_run_target,1.75,2.0,2.5,pdf_llm,data_raw/apr-2021-smp-results.pdf,data_raw/apr-2021-smp-results.pdf,5,
2021-04-01,SPD,ff_longer_run_target,2.13,2.31,2.5,pdf_llm,data_raw/apr-2021-spd-results.pdf,data_raw/apr-2021-spd-results.pdf,5,
2019-05-01,SMP,ff_longer_run_target,2.5,2.69,2.75,pdf_llm,data_raw/apr-may-2019-smp-results.pdf,data_raw/apr-may-2019-smp-results.pdf,4,
2019-05-01,SPD,ff_longer_run_target,2.5,2.75,2.88,pdf_llm,data_raw/apr-may-2019-spd-results.pdf,data_raw/apr-may-2019-spd-results.pdf,4,
2016-04-01,SPD,ff_longer_run_target,2.5,2.75,3.25,pdf_llm,data_raw/apr-results-mp.pdf,data_raw/apr-results-mp.pdf,4,
2012-08-01,SPD,ff_longer_run_target,3.75,4.0,4.0,pdf_llm,data_raw/august_result.pdf,data_raw/august_result.pdf,3,
2017-12-01,SMP,ff_longer_run_target,2.5,2.75,3.0,pdf_llm,data_raw/dec-2017-smp-results.pdf,data_raw/dec-2017-smp-results.pdf,5,
2017-12-01,SPD,ff_longer_run_target,2.5,2.75,3.0,pdf_llm,data_raw/dec-2017-spd-results.pdf,data_raw/dec-2017-spd-results.pdf,5,
2018-12-01,SMP,ff_longer_run_target,2.63,3.0,3.0,pdf_llm,data_raw/dec-2018-smp-results.pdf,data_raw/dec-2018-smp-results.pdf,5,
2018-12-01,SPD,ff_longer_run_target,2.5,2.88,3.0,pdf_llm,data_raw/dec-2018-spd-results.pdf,data_raw/dec-2018-spd-results.pdf,5,
2019-12-01,SMP,ff_longer_run_target,2.13,2.31,2.5,pdf_llm,data_raw/dec-2019-smp-results.pdf,data_raw/dec-2019-smp-results.pdf,5,
2019-12-01,SPD,ff_longer_run_target,2.25,2.5,2.56,pdf_llm,data_raw/dec-2019-spd-results.pdf,data_raw/dec-2019-spd-results.pdf,6,
2020-12-01,SMP,ff_longer_run_target,1.63,2.0,2.25,pdf_llm,data_raw/dec-2020-smp-results.pdf,data_raw/dec-2020-smp-results.pdf,5,
2020-12-01,SPD,ff_longer_run_target,2.0,2.25,2.5,pdf_llm,data_raw/dec-2020-spd-results.pdf,data_raw/dec-2020-spd-results.pdf,5,
2021-12-01,SMP,ff_longer_run_target,2.0,2.0,2.44,pdf_llm,data_raw/dec-2021-smp-results.pdf,data_raw/dec-2021-smp-results.pdf,5,
2021-12-01,SPD,ff_longer_run_target,2.0,2.25,2.44,pdf_llm,data_raw/dec-2021-spd-results.pdf,data_raw/dec-2021-spd-results.pdf,5,
2022-12-01,SMP,ff_longer_run_target,2.13,2.38,2.56,pdf_llm,data_raw/dec-2022-smp-results.pdf,data_raw/dec-2022-smp-results.pdf,4,
2022-12-01,SPD,ff_longer_run_target,2.25,2.5,2.5,pdf_llm,data_raw/dec-2022-spd-results.pdf,data_raw/dec-2022-spd-results.pdf,4,
2016-01-01,SPD,ff_longer_run_target,2.9,3.25,3.5,pdf_llm,data_raw/jan-2016-results.pdf,data_raw/jan-2016-results.pdf,4,
2018-01-01,SMP,ff_longer_run_target,2.5,2.75,3.0,pdf_llm,data_raw/jan-2018-smp-results.pdf,data_raw/jan-2018-smp-results.pdf,4,
2018-01-01,SPD,ff_longer_run_target,2.5,2.75,3.0,pdf_llm,data_raw/jan-2018-spd-results.pdf,data_raw/jan-2018-spd-results.pdf,4,
2019-01-01,SMP,ff_longer_run_target,2.5,2.75,3.0,pdf_llm,data_raw/jan-2019-smp-results.pdf,data_raw/jan-2019-smp-results.pdf,5,
2019-01-01,SPD,ff_longer_run_target,2.5,2.75,3.0,pdf_llm,data_raw/jan-2019-spd-results.pdf,data_raw/jan-2019-spd-results.pdf,5,
2020-01-01,SMP,ff_longer_run_target,2.13,2.25,2.5,pdf_llm,data_raw/jan-2020-smp-results.pdf,data_raw/jan-2020-smp-results.pdf,4,
2020-01-01,SPD,ff_longer_run_target,2.25,2.4,2.56,pdf_llm,data_raw/jan-2020-spd-results.pdf,data_raw/jan-2020-spd-results.pdf,5,
2021-01-01,SMP,ff_longer_run_target,1.63,2.0,2.25,pdf_llm,data_raw/jan-2021-smp-results.pdf,data_raw/jan-2021-smp-results.pdf,5,
2021-01-01,SPD,ff_longer_run_target,2.0,2.25,2.5,pdf_llm,data_raw/jan-2021-spd-results.pdf,data_raw/jan-2021-spd-results.pdf,5,
2022-01-01,SMP,ff_longer_run_target,2.0,2.0,2.5,pdf_llm,data_raw/jan-2022-smp-results.pdf,data_raw/jan-2022-smp-results.pdf,5,
2022-01-01,SPD,ff_longer_run_target,2.0,2.25,2.44,pdf_llm,data_raw/jan-2022-spd-results.pdf,data_raw/jan-2022-spd-results.pdf,5,
2023-01-01,SMP,ff_longer_run_target,2.13,2.38,2.56,pdf_llm,data_raw/jan-feb-2023-smp-results.pdf,data_raw/jan-feb-2023-smp-results.pdf,5,
2023-01-01,SPD,ff_longer_run_target,2.25,2.5,2.5,pdf_llm,data_raw/jan-feb-2023-spd-results.pdf,data_raw/jan-feb-2023-spd-results.pdf,5,
2016-01-01,SPD,ff_longer_run_target,2.75,3.25,3.5,pdf_llm,data_raw/jan-results-mp.pdf,data_raw/jan-results-mp.pdf,4,
2016-07-01,SPD,ff_longer_run_target,2.63,3.0,3.25,pdf_llm,data_raw/jul-2016-results.pdf,data_raw/jul-2016-results.pdf,4,
2017-07-01,SMP,ff_longer_run_target,2.5,2.75,3.0,pdf_llm,data_raw/jul-2017-smp-results.pdf,data_raw/jul-2017-smp-results.pdf,5,
2017-07-01,SPD,ff_longer_run_target,2.5,2.75,3.0,pdf_llm,data_raw/jul-2017-spd-results.pdf,data_raw/jul-2017-spd-results.pdf,5,
2019-07-01,SMP,ff_longer_run_target,2.25,2.5,2.56,pdf_llm,data_raw/jul-2019-smp-results.pdf,data_raw/jul-2019-smp-results.pdf,5,
2019-07-01,SPD,ff_longer_run_target,2.31,2.5,2.75,pdf_llm,data_raw/jul-2019-spd-results.pdf,data_raw/jul-2019-spd-results.pdf,5,
2020-07-01,SMP,ff_longer_run_target,1.5,2.0,2.38,pdf_llm,data_raw/jul-2020-smp-results.pdf,data_raw/jul-2020-smp-results.pdf,5,
2020-07-01,SPD,ff_longer_run_target,2.0,2.25,2.5,pdf_llm,data_raw/jul-2020-spd-results.pdf,data_raw/jul-2020-spd-results.pdf,5,
2021-07-01,SMP,ff_longer_run_target,1.75,2.0,2.5,pdf_llm,data_raw/jul-2021-smp-results.pdf,data_raw/jul-2021-smp-results.pdf,5,
2021-07-01,SPD,ff_longer_run_target,2.06,2.25,2.5,pdf_llm,data_raw/jul-2021-spd-results.pdf,data_raw/jul-2021-spd-results.pdf,5,
2022-07-01,SMP,ff_longer_run_target,2.0,2.38,2.5,pdf_llm,data_raw/jul-2022-smp-results.pdf,data_raw/jul-2022-smp-results.pdf,4,
2022-07-01,SPD,ff_longer_run_target,2.13,2.38,2.5,pdf_llm,data_raw/jul-2022-spd-results.pdf,data_raw/jul-2022-spd-results.pdf,5,
2018-07-01,SMP,ff_longer_run_target,2.63,2.88,3.0,pdf_llm,data_raw/jul-aug-2018-smp-results.pdf,data_raw/jul-aug-2018-smp-results.pdf,4,
2018-07-01,SPD,ff_longer_run_target,2.5,2.75,3.0,pdf_llm,data_raw/jul-aug-2018-spd-results.pdf,data_raw/jul-aug-2018-spd-results.pdf,4,
2016-07-01,SPD,ff_longer_run_target,2.5,2.75,3.0,pdf_llm,data_raw/jul-results-mp.pdf,data_raw/jul-results-mp.pdf,4,
2016-06-01,SPD,ff_longer_run_target,3.25,3.25,3.25,pdf_llm,data_raw/jun-2016-results.pdf,data_raw/jun-2016-results.pdf,4,
2017-06-01,SMP,ff_longer_run_target,2.56,2.75,3.06,pdf_llm,data_raw/jun-2017-smp-results.pdf,data_raw/jun-2017-smp-results.pdf,5,
2017-06-01,SPD,ff_longer_run_target,2.5,2.88,3.0,pdf_llm,data_raw/jun-2017-spd-results.pdf,data_raw/jun-2017-spd-results.pdf,5,
2018-06-01,SMP,ff_longer_run_target,2.75,2.88,3.13,pdf_llm,data_raw/jun-2018-smp-results.pdf,data_raw/jun-2018-smp-results.pdf,5,
2018-06-01,SPD,ff_longer_run_target,2.5,2.75,3.0,pdf_llm,data_raw/jun-2018-spd-results.pdf,data_raw/jun-2018-spd-results.pdf,5,
2019-06-01,SMP,ff_longer_run_target,2.38,2.5,2.75,pdf_llm,data_raw/jun-2019-smp-results.pdf,data_raw/jun-2019-smp-results.pdf,5,
2019-06-01,SPD,ff_longer_run_target,2.5,2.69,2.81,pdf_llm,data_raw/jun-2019-spd-results.pdf,data_raw/jun-2019-spd-results.pdf,5,
2020-06-01,SMP,ff_longer_run_target,1.75,2.0,2.5,pdf_llm,data_raw/jun-2020-smp-results.pdf,data_raw/jun-2020-smp-results.pdf,5,
2020-06-01,SPD,ff_longer_run_target,2.0,2.25,2.5,pdf_llm,data_raw/jun-2020-spd-results.pdf,data_raw/jun-2020-spd-results.pdf,5,
2021-06-01,SMP,ff_longer_run_target,1.75,2.0,2.5,pdf_llm,data_raw/jun-2021-smp-results.pdf,data_raw/jun-2021-smp-results.pdf,5,
2021-06-01,SPD,ff_longer_run_target,2.06,2.31,2.5,pdf_llm,data_raw/jun-2021-spd-results.pdf,data_raw/jun-2021-spd-results.pdf,5,
2022-06-01,SMP,ff_longer_run_target,2.0,2.31,2.5,pdf_llm,data_raw/jun-2022-smp-results.pdf,data_raw/jun-2022-smp-results.pdf,5,
2022-06-01,SPD,ff_longer_run_target,2.25,2.38,2.5,pdf_llm,data_raw/jun-2022-spd-results.pdf,data_raw/jun-2022-spd-results.pdf,4,
2023-06-01,SMP,ff_longer_run_target,2.25,2.5,2.69,pdf_llm,data_raw/jun-2023-smp-results.pdf,data_raw/jun-2023-smp-results.pdf,4,
2023-06-01,SPD,ff_longer_run_target,2.5,2.5,2.63,pdf_llm,data_raw/jun-2023-spd-results.pdf,data_raw/jun-2023-spd-results.pdf,5,
2016-06-01,SPD,ff_longer_run_target,2.5,2.75,3.25,pdf_llm,data_raw/jun-results-mp.pdf,data_raw/jun-results-mp.pdf,4,
2016-03-01,SPD,ff_longer_run_target,3.0,3.25,3.38,pdf_llm,data_raw/mar-2016-results.pdf,data_raw/mar-2016-results.pdf,4,
2018-03-01,SMP,ff_longer_run_target,2.75,2.75,3.0,pdf_llm,data_raw/mar-2018-smp-results.pdf,data_raw/mar-2018-smp-results.pdf,5,
2018-03-01,SPD,ff_longer_run_target,2.5,2.75,3.0,pdf_llm,data_raw/mar-2018-spd-results.pdf,data_raw/mar-2018-spd-results.pdf,5,
2019-03-01,SMP,ff_longer_run_target,2.5,2.75,3.0,pdf_llm,data_raw/mar-2019-smp-results.pdf,data_raw/mar-2019-smp-results.pdf,5,
2019-03-01,SPD,ff_longer_run_target,2.5,2.75,2.88,pdf_llm,data_raw/mar-2019-spd-results.pdf,data_raw/mar-2019-spd-results.pdf,5,
2020-03-01,SMP,ff_longer_run_target,2.0,2.25,2.5,pdf_llm,data_raw/mar-2020-smp-results.pdf,data_raw/mar-2020-smp-results.pdf,5,
2020-03-01,SPD,ff_longer_run_target,2.06,2.25,2.56,pdf_llm,data_raw/mar-2020-spd-results.pdf,data_raw/mar-2020-spd-results.pdf,5,
2021-03-01,SMP,ff_longer_run_target,1.75,2.0,2.5,pdf_llm,data_raw/mar-2021-smp-results.pdf,data_raw/mar-2021-smp-results.pdf,5,
2021-03-01,SPD,ff_longer_run_target,2.13,2.25,2.5,pdf_llm,data_raw/mar-2021-spd-results.pdf,data_raw/mar-2021-spd-results.pdf,5,
2022-03-01,SMP,ff_longer_run_target,2.0,2.19,2.5,pdf_llm,data_raw/mar-2022-smp-results.pdf,data_raw/mar-2022-smp-results.pdf,5,
2022-03-01,SPD,ff_longer_run_target,2.13,2.25,2.5,pdf_llm,data_raw/mar-2022-spd-results.pdf,data_raw/mar-2022-spd-results.pdf,5,
2023-03-01,SMP,ff_longer_run_target,2.25,2.5,2.63,pdf_llm,data_raw/mar-2023-smp-results.pdf,data_raw/mar-2023-smp-results.pdf,4,
2023-03-01,SPD,ff_longer_run_target,2.38,2.5,2.63,pdf_llm,data_raw/mar-2023-spd-results.pdf,data_raw/mar-2023-spd-results.pdf,4,
2016-03-01,SPD,ff_longer_run_target,2.5,3.25,3.4,pdf_llm,data_raw/mar-results-mp.pdf,data_raw/mar-results-mp.pdf,4,
2017-05-01,SMP,ff_longer_run_target,2.5,2.75,3.13,pdf_llm,data_raw/may-2017-SMP-Results-Public-Release.pdf,data_raw/may-2017-SMP-Results-Public-Release.pdf,5,
2018-05-01,SMP,ff_longer_run_target,2.75,2.75,3.06,pdf_llm,data_raw/may-2018-smp-results.pdf,data_raw/may-2018-smp-results.pdf,4,
2018-05-01,SPD,ff_longer_run_target,2.5,2.75,3.0,pdf_llm,data_raw/may-2018-spd-results.pdf,data_raw/may-2018-spd-results.pdf,4,
2022-05-01,SMP,ff_longer_run_target,2.0,2.44,2.5,pdf_llm,data_raw/may-2022-smp-results.pdf,data_raw/may-2022-smp-results.pdf,4,
2022-05-01,SPD,ff_longer_run_target,2.13,2.38,2.5,pdf_llm,data_raw/may-2022-spd-results.pdf,data_raw/may-2022-spd-results.pdf,4,
2023-05-01,SMP,ff_longer_run_target,2.38,2.5,2.75,pdf_llm,data_raw/may-2023-smp-results.pdf,data_raw/may-2023-smp-results.pdf,5,
2023-05-01,SPD,ff_longer_run_target,2.4,2.5,2.63,pdf_llm,data_raw/may-2023-spd-results.pdf,data_raw/may-2023-spd-results.pdf,5,
2015-04-01,SPD,ff_longer_run_target,3.0,3.5,3.75,pdf_llm,data_raw/mp-April-result.pdf,data_raw/mp-April-result.pdf,5,
2015-12-01,SPD,ff_longer_run_target,2.75,3.0,3.5,pdf_llm,data_raw/mp-Dec-2015-results.pdf,data_raw/mp-Dec-2015-results.pdf,6,
2015-01-01,SPD,ff_longer_run_target,3.0,3.5,3.75,pdf_llm,data_raw/mp-January-result.pdf,data_raw/mp-January-result.pdf,4,
2015-07-01,SPD,ff_longer_run_target,3.0,3.5,3.75,pdf_llm,data_raw/mp-July-result.pdf,data_raw/mp-July-result.pdf,4,
2015-06-01,SPD,ff_longer_run_target,3.0,3.5,3.75,pdf_llm,data_raw/mp-June-result.pdf,data_raw/mp-June-result.pdf,5,
2015-03-01,SPD,ff_longer_run_target,3.25,3.5,3.75,pdf_llm,data_raw/mp-March-result.pdf,data_raw/mp-March-result.pdf,5,
2015-09-01,SPD,ff_longer_run_target,3.0,3.5,3.5,pdf_llm,data_raw/mp-sep-result.pdf,data_raw/mp-sep-result.pdf,6,
2014-04-01,SPD,ff_longer_run_target,3.5,3.75,4.0,pdf_llm,data_raw/mp_April_result.pdf,data_raw/mp_April_result.pdf,3,
2014-12-01,SPD,ff_longer_run_target,3.0,3.5,3.75,pdf_llm,data_raw/mp_December_result.pdf,data_raw/mp_December_result.pdf,4,
2014-01-01,SPD,ff_longer_run_target,3.38,3.88,4.0,pdf_llm,data_raw/mp_January_result.pdf,data_raw/mp_January_result.pdf,3,
2014-07-01,SPD,ff_longer_run_target,3.28,3.63,4.0,pdf_llm,data_raw/mp_July_result.pdf,data_raw/mp_July_result.pdf,3,
2014-06-01,SPD,ff_longer_run_target,3.5,3.75,4.0,pdf_llm,data_raw/mp_June_result.pdf,data_raw/mp_June_result.pdf,3,
2014-03-01,SPD,ff_longer_run_target,3.5,3.75,4.0,pdf_llm,data_raw/mp_March_result.pdf,data_raw/mp_March_result.pdf,3,
2014-10-01,SPD,ff_longer_run_target,3.25,3.5,3.75,pdf_llm,data_raw/mp_October_result.pdf,data_raw/mp_October_result.pdf,4,
2014-09-01,SPD,ff_longer_run_target,3.5,3.75,4.0,pdf_llm,data_raw/mp_September_result.pdf,data_raw/mp_September_result.pdf,4,
2018-11-01,SMP,ff_longer_run_target,2.75,3.0,3.13,pdf_llm,data_raw/nov-2018-smp-results.pdf,data_raw/nov-2018-smp-results.pdf,4,
2018-11-01,SPD,ff_longer_run_target,2.5,2.88,3.0,pdf_llm,data_raw/nov-2018-spd-results.pdf,data_raw/nov-2018-spd-results.pdf,4,
2020-11-01,SMP,ff_longer_run_target,1.63,2.0,2.25,pdf_llm,data_raw/nov-2020-smp-results.pdf,data_raw/nov-2020-smp-results.pdf,5,
2020-11-01,SPD,ff_longer_run_target,2.0,2.25,2.5,pdf_llm,data_raw/nov-2020-spd-results.pdf,data_raw/nov-2020-spd-results.pdf,5,
2021-11-01,SMP,ff_longer_run_target,1.75,2.0,2.5,pdf_llm,data_raw/nov-2021-smp-results.pdf,data_raw/nov-2021-smp-results.pdf,5,
